"","Date","Year","Month","DOY","Variable","Value"
"5411",2018-04-02,2018,4,92,"Discharge_cfs",670
"5412",2018-04-02,2018,4,92,"SuspendedSedimentConcentration_mg.L",91
"5413",2018-04-03,2018,4,93,"Discharge_cfs",712
"5414",2018-04-03,2018,4,93,"SuspendedSedimentConcentration_mg.L",92
"5415",2018-04-04,2018,4,94,"Discharge_cfs",718
"5416",2018-04-04,2018,4,94,"SuspendedSedimentConcentration_mg.L",90
"5417",2018-04-05,2018,4,95,"Discharge_cfs",760
"5418",2018-04-05,2018,4,95,"SuspendedSedimentConcentration_mg.L",125
"5419",2018-04-06,2018,4,96,"Discharge_cfs",767
"5420",2018-04-06,2018,4,96,"SuspendedSedimentConcentration_mg.L",137
"5421",2018-04-07,2018,4,97,"Discharge_cfs",755
"5422",2018-04-07,2018,4,97,"SuspendedSedimentConcentration_mg.L",129
"5423",2018-04-08,2018,4,98,"Discharge_cfs",904
"5424",2018-04-08,2018,4,98,"SuspendedSedimentConcentration_mg.L",576
"5425",2018-04-09,2018,4,99,"Discharge_cfs",967
"5426",2018-04-09,2018,4,99,"SuspendedSedimentConcentration_mg.L",1530
"5427",2018-04-10,2018,4,100,"Discharge_cfs",602
"5428",2018-04-10,2018,4,100,"SuspendedSedimentConcentration_mg.L",432
"5429",2018-04-11,2018,4,101,"Discharge_cfs",679
"5430",2018-04-11,2018,4,101,"SuspendedSedimentConcentration_mg.L",148
"5431",2018-04-12,2018,4,102,"Discharge_cfs",888
"5432",2018-04-12,2018,4,102,"SuspendedSedimentConcentration_mg.L",260
"5433",2018-04-13,2018,4,103,"Discharge_cfs",883
"5434",2018-04-13,2018,4,103,"SuspendedSedimentConcentration_mg.L",209
"5435",2018-04-14,2018,4,104,"Discharge_cfs",848
"5436",2018-04-14,2018,4,104,"SuspendedSedimentConcentration_mg.L",144
"5437",2018-04-15,2018,4,105,"Discharge_cfs",784
"5438",2018-04-15,2018,4,105,"SuspendedSedimentConcentration_mg.L",134
"5439",2018-04-16,2018,4,106,"Discharge_cfs",749
"5440",2018-04-16,2018,4,106,"SuspendedSedimentConcentration_mg.L",142
"5441",2018-04-17,2018,4,107,"Discharge_cfs",807
"5442",2018-04-17,2018,4,107,"SuspendedSedimentConcentration_mg.L",158
"5443",2018-04-18,2018,4,108,"Discharge_cfs",828
"5444",2018-04-18,2018,4,108,"SuspendedSedimentConcentration_mg.L",138
"5445",2018-04-19,2018,4,109,"Discharge_cfs",848
"5446",2018-04-19,2018,4,109,"SuspendedSedimentConcentration_mg.L",178
"5447",2018-04-20,2018,4,110,"Discharge_cfs",876
"5448",2018-04-20,2018,4,110,"SuspendedSedimentConcentration_mg.L",153
"5449",2018-04-21,2018,4,111,"Discharge_cfs",927
"5450",2018-04-21,2018,4,111,"SuspendedSedimentConcentration_mg.L",178
"5451",2018-04-22,2018,4,112,"Discharge_cfs",921
"5452",2018-04-22,2018,4,112,"SuspendedSedimentConcentration_mg.L",183
"5453",2018-04-23,2018,4,113,"Discharge_cfs",888
"5454",2018-04-23,2018,4,113,"SuspendedSedimentConcentration_mg.L",169
"5455",2018-04-24,2018,4,114,"Discharge_cfs",883
"5456",2018-04-24,2018,4,114,"SuspendedSedimentConcentration_mg.L",170
"5457",2018-04-25,2018,4,115,"Discharge_cfs",894
"5458",2018-04-25,2018,4,115,"SuspendedSedimentConcentration_mg.L",131
"5459",2018-04-26,2018,4,116,"Discharge_cfs",906
"5460",2018-04-26,2018,4,116,"SuspendedSedimentConcentration_mg.L",197
"5461",2018-04-27,2018,4,117,"Discharge_cfs",894
"5462",2018-04-27,2018,4,117,"SuspendedSedimentConcentration_mg.L",179
"5463",2018-04-28,2018,4,118,"Discharge_cfs",874
"5464",2018-04-28,2018,4,118,"SuspendedSedimentConcentration_mg.L",131
"5465",2018-04-29,2018,4,119,"Discharge_cfs",885
"5466",2018-04-29,2018,4,119,"SuspendedSedimentConcentration_mg.L",137
"5467",2018-04-30,2018,4,120,"Discharge_cfs",880
"5468",2018-04-30,2018,4,120,"SuspendedSedimentConcentration_mg.L",175
"5469",2018-05-01,2018,5,121,"Discharge_cfs",886
"5470",2018-05-01,2018,5,121,"SuspendedSedimentConcentration_mg.L",171
"5471",2018-05-02,2018,5,122,"Discharge_cfs",872
"5472",2018-05-02,2018,5,122,"SuspendedSedimentConcentration_mg.L",125
"5473",2018-05-03,2018,5,123,"Discharge_cfs",876
"5474",2018-05-03,2018,5,123,"SuspendedSedimentConcentration_mg.L",115
"5475",2018-05-04,2018,5,124,"Discharge_cfs",881
"5476",2018-05-04,2018,5,124,"SuspendedSedimentConcentration_mg.L",158
"5477",2018-05-07,2018,5,127,"Discharge_cfs",891
"5478",2018-05-07,2018,5,127,"SuspendedSedimentConcentration_mg.L",140
"5479",2018-05-08,2018,5,128,"Discharge_cfs",937
"5480",2018-05-08,2018,5,128,"SuspendedSedimentConcentration_mg.L",237
"5481",2018-05-09,2018,5,129,"Discharge_cfs",910
"5482",2018-05-09,2018,5,129,"SuspendedSedimentConcentration_mg.L",184
"5483",2018-05-10,2018,5,130,"Discharge_cfs",917
"5484",2018-05-10,2018,5,130,"SuspendedSedimentConcentration_mg.L",121
"5485",2018-05-11,2018,5,131,"Discharge_cfs",949
"5486",2018-05-11,2018,5,131,"SuspendedSedimentConcentration_mg.L",208
"5487",2018-05-12,2018,5,132,"Discharge_cfs",952
"5488",2018-05-12,2018,5,132,"SuspendedSedimentConcentration_mg.L",151
"5489",2018-05-13,2018,5,133,"Discharge_cfs",1090
"5490",2018-05-13,2018,5,133,"SuspendedSedimentConcentration_mg.L",345
"5491",2018-05-14,2018,5,134,"Discharge_cfs",1070
"5492",2018-05-14,2018,5,134,"SuspendedSedimentConcentration_mg.L",327
"5493",2018-05-15,2018,5,135,"Discharge_cfs",1050
"5494",2018-05-15,2018,5,135,"SuspendedSedimentConcentration_mg.L",234
"5495",2018-05-16,2018,5,136,"Discharge_cfs",1000
"5496",2018-05-16,2018,5,136,"SuspendedSedimentConcentration_mg.L",230
"5497",2018-05-17,2018,5,137,"Discharge_cfs",960
"5498",2018-05-17,2018,5,137,"SuspendedSedimentConcentration_mg.L",218
"5499",2018-05-18,2018,5,138,"Discharge_cfs",956
"5500",2018-05-18,2018,5,138,"SuspendedSedimentConcentration_mg.L",151
"5501",2018-05-19,2018,5,139,"Discharge_cfs",1010
"5502",2018-05-19,2018,5,139,"SuspendedSedimentConcentration_mg.L",203
"5503",2018-05-20,2018,5,140,"Discharge_cfs",1040
"5504",2018-05-20,2018,5,140,"SuspendedSedimentConcentration_mg.L",225
"5505",2018-05-21,2018,5,141,"Discharge_cfs",1070
"5506",2018-05-21,2018,5,141,"SuspendedSedimentConcentration_mg.L",259
"5507",2018-05-22,2018,5,142,"Discharge_cfs",1160
"5508",2018-05-22,2018,5,142,"SuspendedSedimentConcentration_mg.L",225
"5509",2018-05-23,2018,5,143,"Discharge_cfs",1090
"5510",2018-05-23,2018,5,143,"SuspendedSedimentConcentration_mg.L",216
"5511",2018-05-24,2018,5,144,"Discharge_cfs",986
"5512",2018-05-24,2018,5,144,"SuspendedSedimentConcentration_mg.L",190
"5513",2018-05-25,2018,5,145,"Discharge_cfs",951
"5514",2018-05-25,2018,5,145,"SuspendedSedimentConcentration_mg.L",194
"5515",2018-05-26,2018,5,146,"Discharge_cfs",913
"5516",2018-05-26,2018,5,146,"SuspendedSedimentConcentration_mg.L",152
"5517",2018-05-27,2018,5,147,"Discharge_cfs",932
"5518",2018-05-27,2018,5,147,"SuspendedSedimentConcentration_mg.L",181
"5519",2018-05-28,2018,5,148,"Discharge_cfs",890
"5520",2018-05-28,2018,5,148,"SuspendedSedimentConcentration_mg.L",159
"5521",2018-05-29,2018,5,149,"Discharge_cfs",881
"5522",2018-05-29,2018,5,149,"SuspendedSedimentConcentration_mg.L",230
"5523",2018-05-30,2018,5,150,"Discharge_cfs",987
"5524",2018-05-30,2018,5,150,"SuspendedSedimentConcentration_mg.L",146
"5525",2018-05-31,2018,5,151,"Discharge_cfs",1000
"5526",2018-05-31,2018,5,151,"SuspendedSedimentConcentration_mg.L",187
"5527",2018-06-01,2018,6,152,"Discharge_cfs",1010
"5528",2018-06-01,2018,6,152,"SuspendedSedimentConcentration_mg.L",216
"5529",2018-06-02,2018,6,153,"Discharge_cfs",1110
"5530",2018-06-02,2018,6,153,"SuspendedSedimentConcentration_mg.L",240
"5531",2018-06-03,2018,6,154,"Discharge_cfs",1130
"5532",2018-06-03,2018,6,154,"SuspendedSedimentConcentration_mg.L",204
"5533",2018-06-04,2018,6,155,"Discharge_cfs",1050
"5534",2018-06-04,2018,6,155,"SuspendedSedimentConcentration_mg.L",197
"5535",2018-06-05,2018,6,156,"Discharge_cfs",971
"5536",2018-06-05,2018,6,156,"SuspendedSedimentConcentration_mg.L",175
"5537",2018-06-06,2018,6,157,"Discharge_cfs",979
"5538",2018-06-06,2018,6,157,"SuspendedSedimentConcentration_mg.L",169
"5539",2018-06-07,2018,6,158,"Discharge_cfs",980
"5540",2018-06-07,2018,6,158,"SuspendedSedimentConcentration_mg.L",189
"5541",2018-06-08,2018,6,159,"Discharge_cfs",981
"5542",2018-06-08,2018,6,159,"SuspendedSedimentConcentration_mg.L",174
"5543",2018-06-09,2018,6,160,"Discharge_cfs",1060
"5544",2018-06-09,2018,6,160,"SuspendedSedimentConcentration_mg.L",211
"5545",2018-06-10,2018,6,161,"Discharge_cfs",1050
"5546",2018-06-10,2018,6,161,"SuspendedSedimentConcentration_mg.L",182
"5547",2018-06-11,2018,6,162,"Discharge_cfs",1030
"5548",2018-06-11,2018,6,162,"SuspendedSedimentConcentration_mg.L",184
"5549",2018-06-12,2018,6,163,"Discharge_cfs",1030
"5550",2018-06-12,2018,6,163,"SuspendedSedimentConcentration_mg.L",154
"5551",2018-06-13,2018,6,164,"Discharge_cfs",1030
"5552",2018-06-13,2018,6,164,"SuspendedSedimentConcentration_mg.L",154
"5553",2018-06-14,2018,6,165,"Discharge_cfs",1020
"5554",2018-06-14,2018,6,165,"SuspendedSedimentConcentration_mg.L",331
"5555",2018-06-15,2018,6,166,"Discharge_cfs",1010
"5556",2018-06-15,2018,6,166,"SuspendedSedimentConcentration_mg.L",700
"5557",2018-06-16,2018,6,167,"Discharge_cfs",1000
"5558",2018-06-16,2018,6,167,"SuspendedSedimentConcentration_mg.L",241
"5559",2018-06-17,2018,6,168,"Discharge_cfs",1010
"5560",2018-06-17,2018,6,168,"SuspendedSedimentConcentration_mg.L",195
"5561",2018-06-18,2018,6,169,"Discharge_cfs",983
"5562",2018-06-18,2018,6,169,"SuspendedSedimentConcentration_mg.L",196
"5563",2018-06-19,2018,6,170,"Discharge_cfs",903
"5564",2018-06-19,2018,6,170,"SuspendedSedimentConcentration_mg.L",182
"5565",2018-06-20,2018,6,171,"Discharge_cfs",877
"5566",2018-06-20,2018,6,171,"SuspendedSedimentConcentration_mg.L",156
"5567",2018-06-21,2018,6,172,"Discharge_cfs",999
"5568",2018-06-21,2018,6,172,"SuspendedSedimentConcentration_mg.L",202
"5569",2018-06-22,2018,6,173,"Discharge_cfs",983
"5570",2018-06-22,2018,6,173,"SuspendedSedimentConcentration_mg.L",207
"5571",2018-06-23,2018,6,174,"Discharge_cfs",970
"5572",2018-06-23,2018,6,174,"SuspendedSedimentConcentration_mg.L",206
"5573",2018-06-24,2018,6,175,"Discharge_cfs",979
"5574",2018-06-24,2018,6,175,"SuspendedSedimentConcentration_mg.L",124
"5575",2018-06-25,2018,6,176,"Discharge_cfs",1090
"5576",2018-06-25,2018,6,176,"SuspendedSedimentConcentration_mg.L",206
"5577",2018-06-26,2018,6,177,"Discharge_cfs",1150
"5578",2018-06-26,2018,6,177,"SuspendedSedimentConcentration_mg.L",445
"5579",2018-06-27,2018,6,178,"Discharge_cfs",1150
"5580",2018-06-27,2018,6,178,"SuspendedSedimentConcentration_mg.L",196
"5581",2018-06-28,2018,6,179,"Discharge_cfs",1150
"5582",2018-06-28,2018,6,179,"SuspendedSedimentConcentration_mg.L",200
"5583",2018-06-29,2018,6,180,"Discharge_cfs",1100
"5584",2018-06-29,2018,6,180,"SuspendedSedimentConcentration_mg.L",172
"5585",2018-06-30,2018,6,181,"Discharge_cfs",931
"5586",2018-06-30,2018,6,181,"SuspendedSedimentConcentration_mg.L",170
"5587",2018-07-01,2018,7,182,"Discharge_cfs",911
"5588",2018-07-01,2018,7,182,"SuspendedSedimentConcentration_mg.L",115
"5589",2018-07-02,2018,7,183,"Discharge_cfs",935
"5590",2018-07-02,2018,7,183,"SuspendedSedimentConcentration_mg.L",124
"5591",2018-07-03,2018,7,184,"Discharge_cfs",1050
"5592",2018-07-03,2018,7,184,"SuspendedSedimentConcentration_mg.L",182
"5593",2018-07-04,2018,7,185,"Discharge_cfs",1050
"5594",2018-07-04,2018,7,185,"SuspendedSedimentConcentration_mg.L",152
"5595",2018-07-05,2018,7,186,"Discharge_cfs",1060
"5596",2018-07-05,2018,7,186,"SuspendedSedimentConcentration_mg.L",151
"5597",2018-07-06,2018,7,187,"Discharge_cfs",1050
"5598",2018-07-06,2018,7,187,"SuspendedSedimentConcentration_mg.L",177
"5599",2018-07-07,2018,7,188,"Discharge_cfs",832
"5600",2018-07-07,2018,7,188,"SuspendedSedimentConcentration_mg.L",37
"5601",2018-07-08,2018,7,189,"Discharge_cfs",748
"5602",2018-07-08,2018,7,189,"SuspendedSedimentConcentration_mg.L",84
"5603",2018-07-09,2018,7,190,"Discharge_cfs",784
"5604",2018-07-09,2018,7,190,"SuspendedSedimentConcentration_mg.L",235
"5605",2018-07-10,2018,7,191,"Discharge_cfs",782
"5606",2018-07-10,2018,7,191,"SuspendedSedimentConcentration_mg.L",98
"5607",2018-07-11,2018,7,192,"Discharge_cfs",881
"5608",2018-07-11,2018,7,192,"SuspendedSedimentConcentration_mg.L",59
"5609",2018-07-12,2018,7,193,"Discharge_cfs",984
"5610",2018-07-12,2018,7,193,"SuspendedSedimentConcentration_mg.L",486
"5611",2018-07-13,2018,7,194,"Discharge_cfs",936
"5612",2018-07-13,2018,7,194,"SuspendedSedimentConcentration_mg.L",158
"5613",2018-07-14,2018,7,195,"Discharge_cfs",838
"5614",2018-07-14,2018,7,195,"SuspendedSedimentConcentration_mg.L",3720
"5615",2018-07-15,2018,7,196,"Discharge_cfs",802
"5616",2018-07-15,2018,7,196,"SuspendedSedimentConcentration_mg.L",1090
"5617",2018-07-16,2018,7,197,"Discharge_cfs",802
"5618",2018-07-16,2018,7,197,"SuspendedSedimentConcentration_mg.L",444
"5619",2018-07-17,2018,7,198,"Discharge_cfs",835
"5620",2018-07-17,2018,7,198,"SuspendedSedimentConcentration_mg.L",2140
"5621",2018-07-18,2018,7,199,"Discharge_cfs",806
"5622",2018-07-18,2018,7,199,"SuspendedSedimentConcentration_mg.L",334
"5623",2018-07-19,2018,7,200,"Discharge_cfs",773
"5624",2018-07-19,2018,7,200,"SuspendedSedimentConcentration_mg.L",158
"5625",2018-07-21,2018,7,202,"Discharge_cfs",910
"5626",2018-07-21,2018,7,202,"SuspendedSedimentConcentration_mg.L",220
"5627",2018-07-23,2018,7,204,"Discharge_cfs",1050
"5628",2018-07-23,2018,7,204,"SuspendedSedimentConcentration_mg.L",230
"5629",2018-07-25,2018,7,206,"Discharge_cfs",921
"5630",2018-07-25,2018,7,206,"SuspendedSedimentConcentration_mg.L",2350
"5631",2018-07-27,2018,7,208,"Discharge_cfs",513
"5632",2018-07-27,2018,7,208,"SuspendedSedimentConcentration_mg.L",294
"5633",2018-07-29,2018,7,210,"Discharge_cfs",670
"5634",2018-07-29,2018,7,210,"SuspendedSedimentConcentration_mg.L",330
"5635",2018-07-31,2018,7,212,"Discharge_cfs",877
"5636",2018-07-31,2018,7,212,"SuspendedSedimentConcentration_mg.L",730
"5637",2018-08-02,2018,8,214,"Discharge_cfs",843
"5638",2018-08-02,2018,8,214,"SuspendedSedimentConcentration_mg.L",342
"5639",2018-08-04,2018,8,216,"Discharge_cfs",608
"5640",2018-08-04,2018,8,216,"SuspendedSedimentConcentration_mg.L",293
"5641",2018-08-06,2018,8,218,"Discharge_cfs",646
"5642",2018-08-06,2018,8,218,"SuspendedSedimentConcentration_mg.L",543
"5643",2018-08-09,2018,8,221,"Discharge_cfs",785
"5644",2018-08-09,2018,8,221,"SuspendedSedimentConcentration_mg.L",317
"5645",2018-08-10,2018,8,222,"Discharge_cfs",1110
"5646",2018-08-10,2018,8,222,"SuspendedSedimentConcentration_mg.L",1360
"5647",2018-08-11,2018,8,223,"Discharge_cfs",920
"5648",2018-08-11,2018,8,223,"SuspendedSedimentConcentration_mg.L",1580
"5649",2018-08-12,2018,8,224,"Discharge_cfs",787
"5650",2018-08-12,2018,8,224,"SuspendedSedimentConcentration_mg.L",2190
"5651",2018-08-13,2018,8,225,"Discharge_cfs",586
"5652",2018-08-13,2018,8,225,"SuspendedSedimentConcentration_mg.L",331
"5653",2018-08-14,2018,8,226,"Discharge_cfs",696
"5654",2018-08-14,2018,8,226,"SuspendedSedimentConcentration_mg.L",321
"5655",2018-08-15,2018,8,227,"Discharge_cfs",828
"5656",2018-08-15,2018,8,227,"SuspendedSedimentConcentration_mg.L",524
"5657",2018-08-16,2018,8,228,"Discharge_cfs",849
"5658",2018-08-16,2018,8,228,"SuspendedSedimentConcentration_mg.L",384
"5659",2018-08-17,2018,8,229,"Discharge_cfs",855
"5660",2018-08-17,2018,8,229,"SuspendedSedimentConcentration_mg.L",549
"5661",2018-08-18,2018,8,230,"Discharge_cfs",862
"5662",2018-08-18,2018,8,230,"SuspendedSedimentConcentration_mg.L",349
"5663",2018-08-19,2018,8,231,"Discharge_cfs",888
"5664",2018-08-19,2018,8,231,"SuspendedSedimentConcentration_mg.L",1060
"5665",2018-08-20,2018,8,232,"Discharge_cfs",880
"5666",2018-08-20,2018,8,232,"SuspendedSedimentConcentration_mg.L",331
"5667",2018-08-21,2018,8,233,"Discharge_cfs",957
"5668",2018-08-21,2018,8,233,"SuspendedSedimentConcentration_mg.L",338
"5669",2018-08-22,2018,8,234,"Discharge_cfs",906
"5670",2018-08-22,2018,8,234,"SuspendedSedimentConcentration_mg.L",636
"5671",2018-08-23,2018,8,235,"Discharge_cfs",814
"5672",2018-08-23,2018,8,235,"SuspendedSedimentConcentration_mg.L",1020
"5673",2018-08-24,2018,8,236,"Discharge_cfs",747
"5674",2018-08-24,2018,8,236,"SuspendedSedimentConcentration_mg.L",768
"5675",2018-08-25,2018,8,237,"Discharge_cfs",719
"5676",2018-08-25,2018,8,237,"SuspendedSedimentConcentration_mg.L",535
"5677",2018-08-26,2018,8,238,"Discharge_cfs",741
"5678",2018-08-26,2018,8,238,"SuspendedSedimentConcentration_mg.L",648
"5679",2018-08-27,2018,8,239,"Discharge_cfs",767
"5680",2018-08-27,2018,8,239,"SuspendedSedimentConcentration_mg.L",691
"5681",2018-08-28,2018,8,240,"Discharge_cfs",771
"5682",2018-08-28,2018,8,240,"SuspendedSedimentConcentration_mg.L",394
"5683",2018-08-29,2018,8,241,"Discharge_cfs",752
"5684",2018-08-29,2018,8,241,"SuspendedSedimentConcentration_mg.L",408
"5685",2018-08-30,2018,8,242,"Discharge_cfs",741
"5686",2018-08-30,2018,8,242,"SuspendedSedimentConcentration_mg.L",291
"5687",2018-08-31,2018,8,243,"Discharge_cfs",682
"5688",2018-08-31,2018,8,243,"SuspendedSedimentConcentration_mg.L",253
"5689",2018-09-01,2018,9,244,"Discharge_cfs",661
"5690",2018-09-01,2018,9,244,"SuspendedSedimentConcentration_mg.L",407
"5691",2018-09-02,2018,9,245,"Discharge_cfs",715
"5692",2018-09-02,2018,9,245,"SuspendedSedimentConcentration_mg.L",3380
"5693",2018-09-03,2018,9,246,"Discharge_cfs",599
"5694",2018-09-03,2018,9,246,"SuspendedSedimentConcentration_mg.L",537
"5695",2018-09-04,2018,9,247,"Discharge_cfs",565
"5696",2018-09-04,2018,9,247,"SuspendedSedimentConcentration_mg.L",464
"5697",2018-09-05,2018,9,248,"Discharge_cfs",577
"5698",2018-09-05,2018,9,248,"SuspendedSedimentConcentration_mg.L",1420
"5699",2018-09-06,2018,9,249,"Discharge_cfs",556
"5700",2018-09-06,2018,9,249,"SuspendedSedimentConcentration_mg.L",351
"5701",2018-09-07,2018,9,250,"Discharge_cfs",493
"5702",2018-09-07,2018,9,250,"SuspendedSedimentConcentration_mg.L",807
"5703",2018-09-08,2018,9,251,"Discharge_cfs",456
"5704",2018-09-08,2018,9,251,"SuspendedSedimentConcentration_mg.L",226
"5705",2018-09-09,2018,9,252,"Discharge_cfs",497
"5706",2018-09-09,2018,9,252,"SuspendedSedimentConcentration_mg.L",414
"5707",2018-09-10,2018,9,253,"Discharge_cfs",580
"5708",2018-09-10,2018,9,253,"SuspendedSedimentConcentration_mg.L",320
"5709",2018-09-11,2018,9,254,"Discharge_cfs",567
"5710",2018-09-11,2018,9,254,"SuspendedSedimentConcentration_mg.L",224
"5711",2018-09-12,2018,9,255,"Discharge_cfs",552
"5712",2018-09-12,2018,9,255,"SuspendedSedimentConcentration_mg.L",189
"5713",2018-09-13,2018,9,256,"Discharge_cfs",541
"5714",2018-09-13,2018,9,256,"SuspendedSedimentConcentration_mg.L",158
"5715",2018-09-14,2018,9,257,"Discharge_cfs",536
"5716",2018-09-14,2018,9,257,"SuspendedSedimentConcentration_mg.L",226
"5717",2018-09-15,2018,9,258,"Discharge_cfs",564
"5718",2018-09-15,2018,9,258,"SuspendedSedimentConcentration_mg.L",192
"5719",2018-09-16,2018,9,259,"Discharge_cfs",579
"5720",2018-09-16,2018,9,259,"SuspendedSedimentConcentration_mg.L",163
"5721",2018-09-17,2018,9,260,"Discharge_cfs",578
"5722",2018-09-17,2018,9,260,"SuspendedSedimentConcentration_mg.L",152
"5723",2018-09-18,2018,9,261,"Discharge_cfs",583
"5724",2018-09-18,2018,9,261,"SuspendedSedimentConcentration_mg.L",159
"5725",2018-09-19,2018,9,262,"Discharge_cfs",603
"5726",2018-09-19,2018,9,262,"SuspendedSedimentConcentration_mg.L",190
"5727",2018-09-20,2018,9,263,"Discharge_cfs",659
"5728",2018-09-20,2018,9,263,"SuspendedSedimentConcentration_mg.L",222
"5729",2018-09-21,2018,9,264,"Discharge_cfs",555
"5730",2018-09-21,2018,9,264,"SuspendedSedimentConcentration_mg.L",166
"5731",2018-09-22,2018,9,265,"Discharge_cfs",589
"5732",2018-09-22,2018,9,265,"SuspendedSedimentConcentration_mg.L",172
"5733",2018-09-23,2018,9,266,"Discharge_cfs",587
"5734",2018-09-23,2018,9,266,"SuspendedSedimentConcentration_mg.L",144
"5735",2018-09-24,2018,9,267,"Discharge_cfs",561
"5736",2018-09-24,2018,9,267,"SuspendedSedimentConcentration_mg.L",112
"5737",2018-09-25,2018,9,268,"Discharge_cfs",556
"5738",2018-09-25,2018,9,268,"SuspendedSedimentConcentration_mg.L",84
"5739",2018-09-26,2018,9,269,"Discharge_cfs",529
"5740",2018-09-26,2018,9,269,"SuspendedSedimentConcentration_mg.L",77
"5741",2018-09-27,2018,9,270,"Discharge_cfs",534
"5742",2018-09-27,2018,9,270,"SuspendedSedimentConcentration_mg.L",89
"5743",2018-09-28,2018,9,271,"Discharge_cfs",532
"5744",2018-09-28,2018,9,271,"SuspendedSedimentConcentration_mg.L",81
"5745",2018-09-29,2018,9,272,"Discharge_cfs",542
"5746",2018-09-29,2018,9,272,"SuspendedSedimentConcentration_mg.L",80
"5747",2018-09-30,2018,9,273,"Discharge_cfs",538
"5748",2018-09-30,2018,9,273,"SuspendedSedimentConcentration_mg.L",73
"5749",2018-10-01,2018,10,274,"Discharge_cfs",548
"5750",2018-10-01,2018,10,274,"SuspendedSedimentConcentration_mg.L",74
"5751",2018-10-02,2018,10,275,"Discharge_cfs",566
"5752",2018-10-02,2018,10,275,"SuspendedSedimentConcentration_mg.L",86
"5753",2018-10-03,2018,10,276,"Discharge_cfs",600
"5754",2018-10-03,2018,10,276,"SuspendedSedimentConcentration_mg.L",255
"5755",2018-10-05,2018,10,278,"Discharge_cfs",539
"5756",2018-10-05,2018,10,278,"SuspendedSedimentConcentration_mg.L",124
"5757",2018-10-06,2018,10,279,"Discharge_cfs",556
"5758",2018-10-06,2018,10,279,"SuspendedSedimentConcentration_mg.L",115
"5759",2018-10-07,2018,10,280,"Discharge_cfs",569
"5760",2018-10-07,2018,10,280,"SuspendedSedimentConcentration_mg.L",125
"5761",2018-10-08,2018,10,281,"Discharge_cfs",588
"5762",2018-10-08,2018,10,281,"SuspendedSedimentConcentration_mg.L",120
"5763",2018-10-09,2018,10,282,"Discharge_cfs",605
"5764",2018-10-09,2018,10,282,"SuspendedSedimentConcentration_mg.L",175
"5765",2018-10-10,2018,10,283,"Discharge_cfs",556
"5766",2018-10-10,2018,10,283,"SuspendedSedimentConcentration_mg.L",139
"5767",2018-10-11,2018,10,284,"Discharge_cfs",524
"5768",2018-10-11,2018,10,284,"SuspendedSedimentConcentration_mg.L",112
"5769",2018-10-12,2018,10,285,"Discharge_cfs",507
"5770",2018-10-12,2018,10,285,"SuspendedSedimentConcentration_mg.L",99
"5771",2018-10-13,2018,10,286,"Discharge_cfs",500
"5772",2018-10-13,2018,10,286,"SuspendedSedimentConcentration_mg.L",97
"5773",2018-10-14,2018,10,287,"Discharge_cfs",530
"5774",2018-10-14,2018,10,287,"SuspendedSedimentConcentration_mg.L",165
"5775",2018-10-15,2018,10,288,"Discharge_cfs",579
"5776",2018-10-15,2018,10,288,"SuspendedSedimentConcentration_mg.L",356
"5777",2018-10-16,2018,10,289,"Discharge_cfs",481
"5778",2018-10-16,2018,10,289,"SuspendedSedimentConcentration_mg.L",104
"5779",2018-10-17,2018,10,290,"Discharge_cfs",460
"5780",2018-10-17,2018,10,290,"SuspendedSedimentConcentration_mg.L",90
"5781",2018-10-18,2018,10,291,"Discharge_cfs",467
"5782",2018-10-18,2018,10,291,"SuspendedSedimentConcentration_mg.L",94
"5783",2018-10-19,2018,10,292,"Discharge_cfs",472
"5784",2018-10-19,2018,10,292,"SuspendedSedimentConcentration_mg.L",82
"5785",2018-10-20,2018,10,293,"Discharge_cfs",463
"5786",2018-10-20,2018,10,293,"SuspendedSedimentConcentration_mg.L",71
"5787",2018-10-21,2018,10,294,"Discharge_cfs",458
"5788",2018-10-21,2018,10,294,"SuspendedSedimentConcentration_mg.L",79
"5789",2018-10-22,2018,10,295,"Discharge_cfs",452
"5790",2018-10-22,2018,10,295,"SuspendedSedimentConcentration_mg.L",80
"5791",2018-10-23,2018,10,296,"Discharge_cfs",454
"5792",2018-10-23,2018,10,296,"SuspendedSedimentConcentration_mg.L",115
"5793",2018-10-24,2018,10,297,"Discharge_cfs",504
"5794",2018-10-24,2018,10,297,"SuspendedSedimentConcentration_mg.L",219
"5795",2018-10-25,2018,10,298,"Discharge_cfs",463
"5796",2018-10-25,2018,10,298,"SuspendedSedimentConcentration_mg.L",206
"5797",2018-10-26,2018,10,299,"Discharge_cfs",385
"5798",2018-10-26,2018,10,299,"SuspendedSedimentConcentration_mg.L",179
"5799",2018-10-27,2018,10,300,"Discharge_cfs",385
"5800",2018-10-27,2018,10,300,"SuspendedSedimentConcentration_mg.L",100
"5801",2018-10-28,2018,10,301,"Discharge_cfs",389
"5802",2018-10-28,2018,10,301,"SuspendedSedimentConcentration_mg.L",92
"5803",2018-10-29,2018,10,302,"Discharge_cfs",384
"5804",2018-10-29,2018,10,302,"SuspendedSedimentConcentration_mg.L",79
"5805",2018-10-30,2018,10,303,"Discharge_cfs",378
"5806",2018-10-30,2018,10,303,"SuspendedSedimentConcentration_mg.L",89
"5807",2018-10-31,2018,10,304,"Discharge_cfs",501
"5808",2018-10-31,2018,10,304,"SuspendedSedimentConcentration_mg.L",625
